home_country,source_currency,dest_currency,channel,amount_src,amount_usd,fee,exchange_rate_src_to_dest,location_mismatch,kyc_tier,account_age_days,device_trust_score,risk_score_internal,txn_velocity_24h,corridor_risk,day_of_week,year,is_fraud
1,1,2,1,168.22,210.28,3.54,1.157407,0,2,4,0.742,0.407,0,0.05,5,2022,0
3,2,1,1,147.9,147.9,2.07,7.142857,0,2,263,0.522,0.223,0,0.0,5,2022,0
3,2,3,1,42.13,42.13,2.02,0.8,0,2,1016,0.944,0.247,0,0.0,5,2022,0
3,2,4,1,144.6,144.6,3.6,83.333333,0,2,1018,0.934,0.087,0,0.0,5,2022,0
0,0,1,1,300.19,222.14,5.1,5.285714,0,1,615,0.515,0.355,0,0.0,2,2023,0
3,2,7,3,103.83,103.83,1.67,58.823529,0,2,298,0.336,0.166,0,0.1,5,2022,0
3,2,0,1,117.63,117.63,3.7,1.351351,0,2,298,0.336,0.166,0,0.0,5,2022,0
0,0,3,3,232.19,171.82,4.54,0.592,0,2,564,0.658,0.4,0,0.0,5,2022,0
3,2,3,1,183.95,183.95,3.2,0.8,0,0,367,0.939,0.176,0,0.0,5,2022,0
3,2,8,0,125.6,125.6,3.24,1.0,0,0,257,0.894,0.257,0,0.0,5,2022,0
3,2,7,1,147.99,147.99,3.82,58.823529,1,0,257,0.894,0.257,0,0.1,5,2022,0
1,1,7,3,193.57,241.96,3.76,73.529412,0,2,4,0.742,0.407,0,0.0,6,2022,0
3,2,1,3,57.84,57.84,2.75,7.142857,0,0,257,0.744,0.257,1,0.0,6,2022,0
3,2,4,3,130.13,130.13,-1.0,83.333333,0,0,257,-0.1,0.257,0,0.0,6,2022,0
3,2,5,0,55.96,55.96,1.7,17.241379,0,2,830,0.799,0.102,0,0.2,6,2022,0
0,0,3,3,72.1,53.35,1.14,0.592,0,1,615,0.515,0.355,0,0.0,6,2022,0
3,2,1,1,121.49,121.49,2.31,7.142857,0,2,147,0.551,0.391,0,0.0,6,2022,0
3,2,7,3,238.54,238.54,5.12,58.823529,1,1,616,0.702,0.361,0,0.1,4,2022,0
3,2,1,0,385.27,385.27,7.05,7.142857,0,0,367,0.939,0.176,0,0.0,4,2022,0
3,2,2,1,92.88,92.88,1.62,0.925926,0,2,298,0.336,0.166,0,0.0,4,2022,0
3,2,0,3,191.16,191.16,3.9,1.351351,0,1,415,0.568,0.304,0,0.0,4,2022,0
0,0,4,1,113.48,83.97,1.99,61.666667,0,1,824,0.607,0.282,0,0.12,0,2022,0
3,2,7,1,17.54,17.54,1.04,58.823529,0,2,263,0.522,0.223,0,0.1,0,2022,0
3,2,7,1,9993.4,9993.4,150.43,58.823529,0,2,298,0.336,0.166,0,0.1,0,2022,0
1,1,3,1,155.05,193.81,3.33,1.0,0,2,4,0.892,0.407,0,0.0,0,2022,0
3,2,4,1,1218.1,1218.1,19.59,83.333333,0,1,616,0.702,0.361,0,0.0,0,2022,0
3,2,7,3,90.3,90.3,2.01,58.823529,0,0,367,0.939,0.176,1,0.1,0,2022,0
0,0,1,3,506.98,375.17,8.93,5.285714,0,2,272,0.792,0.048,0,0.0,2,2022,1
3,2,8,1,246.2,246.2,3.7,1.0,0,2,263,0.522,0.223,0,0.0,2,2022,0
3,2,6,3,33.26,33.26,1.52,1111.111111,0,2,1016,0.944,0.247,0,0.25,2,2022,0
3,2,7,1,176.05,176.05,3.88,58.823529,0,0,367,0.939,0.176,0,0.1,2,2022,0
3,2,8,3,43.66,43.66,1.68,1.0,0,2,263,0.522,0.223,0,0.0,2,2022,0
3,2,8,3,208.98,208.98,5.02,1.0,0,2,298,0.336,0.166,0,0.0,2,2022,0
3,2,0,3,75.74,75.74,2.78,1.351351,0,2,263,0.372,0.223,0,0.0,2,2022,0
3,2,7,1,766.16,766.16,12.43,58.823529,1,0,257,0.744,0.257,0,0.1,2,2022,0
1,1,3,3,224.27,280.34,5.04,1.0,0,1,454,0.71,0.238,3,0.0,2,2022,0
3,2,5,1,86.49,86.49,1.56,17.241379,0,2,298,0.336,0.166,0,0.2,2,2022,0
3,2,3,1,110.58,110.58,2.57,0.8,0,2,298,0.336,0.166,0,0.0,2,2022,0
3,2,2,3,22.9,22.9,1.21,0.925926,0,2,263,0.522,0.223,0,0.0,3,2022,0
3,2,7,1,260.98,260.98,5.08,58.823529,0,2,298,0.336,0.166,0,0.1,3,2022,0
0,0,6,1,224.97,166.48,4.64,822.222222,0,2,385,0.75,0.229,0,0.0,3,2022,0
3,2,0,1,137.33,137.33,3.38,1.351351,0,0,661,0.92,0.259,0,0.0,3,2022,0
0,0,4,0,151.84,112.36,2.92,61.666667,0,2,725,0.824,0.212,0,0.12,3,2022,0
0,0,0,3,54.01,39.97,1.97,1.0,0,1,615,0.515,0.355,0,0.0,3,2022,0
3,2,7,0,49.11,49.11,2.3,58.823529,0,2,1016,0.794,0.247,0,0.1,3,2022,0
3,2,5,3,106.0,106.0,2.98,17.241379,0,2,147,0.551,0.391,0,0.2,3,2022,0
1,1,1,0,44.2,55.25,1.28,8.928571,1,2,4,0.892,0.407,1,0.0,1,2022,0
3,2,7,1,445.23,445.23,7.77,58.823529,0,2,298,0.336,0.166,0,0.1,1,2022,0
3,2,2,1,182.78,182.78,3.95,0.925926,0,0,367,0.939,0.176,0,0.0,1,2022,0
1,1,7,1,137.67,172.08,3.03,73.529412,0,2,4,0.892,0.407,0,0.0,1,2022,0
3,2,4,1,350.66,350.66,5.96,83.333333,0,2,147,0.551,0.391,0,0.0,1,2022,0
1,1,7,1,1233.87,1542.34,19.43,73.529412,0,2,4,0.892,0.407,0,0.0,1,2022,0
3,2,0,1,150.01,150.01,3.28,1.351351,0,2,263,0.522,0.223,0,0.0,1,2022,0
3,2,0,1,180.94,180.94,4.13,1.351351,0,2,298,0.186,0.166,0,0.0,1,2022,0
3,2,8,1,60.84,60.84,1.63,1.0,0,2,298,0.336,0.166,0,0.0,1,2022,0
3,2,1,1,293.31,293.31,4.71,7.142857,0,0,367,0.939,0.176,0,0.0,1,2022,0
3,2,8,3,155.98,155.98,2.53,1.0,0,2,298,0.336,0.166,0,0.0,1,2022,0
0,0,6,1,227.02,168.0,5.53,822.222222,0,2,947,0.625,0.268,0,0.0,1,2022,0
3,2,3,1,188.31,188.31,3.59,0.8,0,0,367,0.939,0.176,0,0.0,1,2022,0
3,2,0,1,735.01,735.01,11.92,1.351351,0,2,147,0.551,0.391,1,0.0,5,2022,0
3,2,4,1,49.44,49.44,1.05,83.333333,0,2,263,0.522,0.223,0,0.0,5,2022,0
1,1,0,1,70.98,88.72,2.69,1.689189,0,2,4,0.892,0.407,0,0.0,5,2022,0
3,2,7,3,82.83,82.83,2.46,58.823529,0,2,34,0.427,0.068,0,0.1,5,2022,0
1,1,7,3,158.26,197.82,3.48,73.529412,0,2,718,0.953,0.169,2,0.0,5,2022,0
1,1,4,1,181.04,226.3,4.32,104.166667,0,2,4,0.892,0.407,1,0.0,5,2022,0
3,2,3,0,100.06,100.06,2.84,0.8,0,0,257,0.894,0.257,0,0.0,5,2022,0
1,1,4,1,132.77,165.96,2.32,104.166667,0,2,4,0.892,0.407,0,0.0,5,2022,0
3,2,7,3,164.91,164.91,2.36,58.823529,0,2,1018,0.934,0.087,2,0.1,5,2022,0
3,2,4,1,66.54,66.54,2.32,83.333333,0,2,298,0.336,0.166,0,0.0,5,2022,0
3,2,7,3,269.05,269.05,5.72,58.823529,0,2,805,0.6,0.21,0,0.1,6,2022,0
3,2,7,1,97.95,97.95,1.41,58.823529,1,2,147,0.401,0.391,0,0.1,6,2022,0
3,2,3,0,38.97,38.97,2.1,0.8,0,0,257,0.894,0.257,0,0.0,6,2022,0
3,2,0,1,418.73,418.73,7.3,1.351351,0,0,367,0.939,0.176,0,0.0,6,2022,0
3,2,2,1,462.29,462.29,7.94,0.925926,1,0,367,0.939,0.176,0,0.0,6,2022,0
3,2,5,0,452.7,452.7,7.82,17.241379,0,2,263,0.522,0.223,0,0.2,6,2022,0
0,0,8,1,430.55,318.61,7.92,0.74,0,2,947,0.475,0.268,0,0.0,6,2022,0
0,0,7,3,116.17,85.97,3.74,43.529412,0,2,947,0.625,0.268,0,0.0,6,2022,0
1,1,3,1,156.65,195.81,4.77,1.0,0,2,4,0.892,0.407,0,0.0,4,2022,0
0,0,8,3,164.92,122.04,2.95,0.74,1,2,172,0.881,0.199,1,0.0,4,2022,0
3,2,6,1,123.12,123.12,1.92,1111.111111,1,2,859,0.96,0.363,0,0.25,4,2022,0
3,2,4,1,229.34,229.34,4.53,83.333333,0,0,257,0.894,0.257,0,0.0,4,2022,0
3,2,8,1,71.8,71.8,2.16,1.0,0,0,661,0.92,0.259,0,0.0,4,2022,0
0,0,7,1,9993.58,7395.25,150.5,43.529412,1,2,564,0.658,0.4,0,0.0,4,2022,1
3,2,4,1,102.29,102.29,1.47,83.333333,0,2,147,0.401,0.391,0,0.0,4,2022,0
3,2,7,1,234.36,234.36,3.9,58.823529,0,0,257,0.894,0.257,0,0.1,4,2022,0
3,2,4,1,431.4,431.4,7.89,83.333333,0,2,1018,0.934,0.087,0,0.0,4,2022,0
3,2,5,1,502.97,410.97,110.92,17.241379,0,3,1018,0.68,0.087,0,0.2,4,2022,0
3,2,7,3,111.4,111.4,4.0,58.823529,0,2,1016,0.944,0.247,0,0.1,0,2022,0
3,2,3,1,59.24,59.24,1.85,0.8,1,0,257,0.894,0.257,0,0.0,0,2022,0
0,0,1,1,187.32,138.62,3.14,5.285714,0,1,615,0.515,0.355,0,0.0,0,2022,0
3,2,4,1,156.01,156.01,2.81,83.333333,1,2,298,0.336,0.166,0,0.0,0,2022,0
3,2,3,3,65.62,65.62,1.96,0.8,0,0,367,0.939,0.176,0,0.0,0,2022,0
3,2,2,3,416.89,416.89,6.7,0.925926,0,2,263,0.522,0.223,0,0.0,0,2022,0
3,2,7,1,248.92,248.92,5.56,58.823529,0,0,367,0.939,0.176,0,0.1,7,0,0
3,2,7,1,144.04,144.04,2.17,58.823529,0,2,263,0.522,0.223,0,0.1,0,2022,0
3,2,1,3,75.44,75.44,1.31,7.142857,0,2,298,0.336,0.166,0,0.0,7,0,0
3,2,0,1,141.72,141.72,2.93,1.351351,0,2,263,0.522,0.223,0,0.0,2,2022,0
3,2,4,3,217.23,217.23,4.43,83.333333,0,2,263,0.522,0.223,0,0.0,2,2022,0
0,0,8,3,100.87,410.97,110.92,0.74,0,3,947,0.68,0.268,7,0.0,2,2022,0
1,1,1,3,81.35,101.69,2.34,8.928571,0,2,718,0.953,0.169,0,0.0,2,2022,0
3,2,7,1,165.91,165.91,4.44,58.823529,0,0,367,0.939,0.176,0,0.1,2,2022,0
3,2,2,3,288.18,288.18,5.71,0.925926,0,2,147,0.551,0.391,0,0.0,2,2022,0
3,2,1,1,76.27,76.27,3.33,7.142857,0,0,367,0.939,0.176,0,0.0,2,2022,0
3,2,5,1,265.3,410.97,110.92,17.241379,1,3,367,0.68,0.176,0,0.2,2,2022,0
3,2,1,3,562.16,562.16,9.11,7.142857,0,2,263,0.522,0.223,0,0.0,2,2022,0
3,2,2,3,73.0,73.0,2.28,0.925926,1,2,298,0.336,0.166,0,0.0,2,2022,0
3,2,0,1,48.36,48.36,0.85,1.351351,0,0,367,0.939,0.176,0,0.0,2,2022,0
3,2,0,1,311.32,311.32,5.04,1.351351,0,2,830,0.799,0.102,0,0.0,2,2022,0
3,2,6,3,162.56,162.56,2.71,1111.111111,0,2,1018,0.934,0.087,0,0.25,3,2022,0
3,2,3,1,180.63,180.63,3.68,0.8,0,2,298,0.336,0.166,0,0.0,3,2022,0
3,2,7,1,74.47,74.47,2.41,58.823529,0,2,147,0.551,0.391,0,0.1,3,2022,0
3,2,6,1,381.62,381.62,6.86,1111.111111,0,2,147,0.551,0.391,1,0.25,3,2022,0
3,2,5,1,55.72,55.72,1.57,17.241379,0,2,263,0.522,0.223,0,0.2,3,2022,0
3,2,5,3,86.6,86.6,1.96,17.241379,0,2,298,0.336,0.166,0,0.2,3,2022,0
3,2,7,1,47.25,47.25,2.25,58.823529,0,2,147,0.551,0.391,0,0.1,3,2022,0
3,2,0,3,9994.89,410.97,110.92,1.351351,0,3,34,0.68,0.068,0,0.0,3,2022,0
3,2,6,3,135.29,135.29,3.62,1111.111111,0,2,1018,0.784,0.087,1,0.25,3,2022,0
1,1,1,3,217.1,271.37,4.44,8.928571,0,2,4,0.892,0.407,0,0.0,3,2022,0
3,2,1,1,236.64,236.64,4.24,7.142857,0,0,257,0.894,0.257,0,0.0,1,2022,0
3,2,6,1,94.6,94.6,2.99,1111.111111,0,2,1018,0.934,0.087,0,0.25,1,2022,0
3,2,7,3,106.95,106.95,2.56,58.823529,0,0,367,0.939,0.176,0,0.1,1,2022,0
3,2,6,3,99.87,99.87,1.44,1111.111111,0,2,1018,0.934,0.087,0,0.25,1,2022,0
3,2,0,0,174.19,174.19,2.88,1.351351,1,2,298,0.336,0.166,0,0.0,1,2022,0
1,1,3,3,246.56,308.2,4.99,1.0,0,2,4,0.892,0.407,0,0.0,1,2022,0
1,1,7,3,71.29,89.11,1.62,73.529412,0,2,4,0.892,0.407,0,0.0,1,2022,0
3,2,1,0,126.78,126.78,2.85,7.142857,0,2,830,0.799,0.102,0,0.0,1,2022,0
3,2,3,1,126.18,126.18,2.77,0.8,0,0,257,0.894,0.257,0,0.0,1,2022,0
3,2,4,1,76.91,76.91,1.58,83.333333,0,2,147,0.551,0.391,1,0.0,1,2022,0
1,1,1,1,152.48,190.6,3.03,8.928571,0,2,4,0.892,0.407,0,0.0,1,2022,0
3,2,2,1,222.04,222.04,4.5,0.925926,0,2,147,0.551,0.391,1,0.0,1,2022,0
3,2,8,1,521.57,521.57,8.69,1.0,0,2,1018,0.934,0.087,0,0.0,1,2022,0
3,2,8,3,9995.32,9995.32,150.43,1.0,0,0,367,0.939,0.176,0,0.0,5,2022,0
3,2,8,3,138.93,138.93,3.5,1.0,0,2,1018,0.934,0.087,0,0.0,5,2022,0
1,1,4,3,234.85,293.56,4.92,104.166667,0,2,4,0.892,0.407,0,0.0,5,2022,0
0,0,1,1,255.18,410.97,110.92,5.285714,0,3,615,0.68,0.355,0,0.0,5,2022,0
3,2,8,3,47.29,47.29,2.4,1.0,0,2,263,0.522,0.223,0,0.0,5,2022,0
1,1,6,3,203.62,254.53,4.24,1388.888889,0,2,4,0.892,0.407,0,0.22,5,2022,0
3,2,6,1,71.56,71.56,2.76,1111.111111,0,2,147,0.551,0.391,0,0.25,5,2022,0
3,2,3,1,151.76,151.76,3.38,0.8,1,2,147,0.551,0.391,0,0.0,5,2022,0
1,1,1,0,157.07,196.33,3.34,8.928571,0,2,4,0.892,0.407,0,0.0,6,2022,0
3,2,0,1,219.13,219.13,4.51,1.351351,0,2,298,0.336,0.166,0,0.0,6,2022,0
1,1,3,1,165.16,206.45,3.47,1.0,0,2,684,0.833,0.241,0,0.0,6,2022,0
3,2,5,3,365.25,365.25,6.4,17.241379,0,0,257,0.894,0.257,0,0.2,6,2022,0
3,2,8,1,9995.31,9995.31,150.84,1.0,0,2,147,0.551,0.391,0,0.0,6,2022,0
3,2,2,0,562.2,562.2,9.87,0.925926,0,2,298,0.336,0.166,0,0.0,6,2022,0
0,0,8,1,23.02,17.04,0.5,0.74,0,1,824,0.607,0.282,0,0.0,7,0,0
3,2,2,3,196.52,196.52,3.73,0.925926,0,0,367,0.939,0.176,0,0.0,4,2022,0
3,2,1,1,187.11,187.11,4.09,7.142857,0,2,1018,0.934,0.087,0,0.0,4,2022,0
3,2,7,1,227.77,227.77,4.88,58.823529,0,0,367,0.939,0.176,1,0.1,4,2022,0
3,2,6,0,425.41,410.97,110.92,1111.111111,0,3,298,0.68,0.166,0,0.25,4,2022,0
3,2,1,1,205.44,205.44,4.22,7.142857,1,0,257,0.894,0.257,0,0.0,4,2022,0
3,2,4,0,466.88,466.88,7.31,83.333333,0,0,257,0.894,0.257,0,0.0,4,2022,0
1,1,2,3,255.83,319.79,3.96,1.157407,0,2,4,0.742,0.407,0,0.05,4,2022,0
1,1,1,1,247.95,309.94,4.35,8.928571,0,2,4,0.892,0.407,0,0.0,0,2022,0
3,2,7,3,669.38,669.38,10.36,58.823529,0,2,263,0.522,0.223,0,0.1,0,2022,0
3,2,5,1,168.63,168.63,4.14,17.241379,0,2,1018,0.934,0.087,0,0.2,0,2022,0
0,0,0,1,93.62,69.28,2.53,1.0,0,2,947,0.625,0.268,1,0.0,0,2022,0
3,2,4,0,136.47,136.47,3.23,83.333333,0,2,1016,0.944,0.247,0,0.0,0,2022,0
3,2,4,1,226.48,226.48,4.67,83.333333,0,2,298,0.336,0.166,0,0.0,0,2022,0
3,2,6,1,115.29,115.29,2.78,1111.111111,0,2,1016,0.944,0.247,0,0.25,0,2022,0
3,2,3,0,81.19,81.19,-1.0,0.8,0,2,147,-0.1,0.391,1,0.0,0,2022,0
3,2,3,0,839.36,839.36,13.05,0.8,0,2,147,0.551,0.391,0,0.0,0,2022,0
3,2,2,1,139.59,139.59,2.7,0.925926,0,2,859,0.96,0.363,4,0.0,2,2022,0
3,2,1,1,201.78,201.78,4.86,7.142857,0,2,147,0.551,0.391,3,0.0,2,2022,0
3,2,7,3,141.7,141.7,2.02,58.823529,0,2,263,0.522,0.223,0,0.1,2,2022,0
3,2,3,1,76.2,410.97,110.92,0.8,0,3,298,0.68,0.166,0,0.0,2,2022,0
0,0,5,1,196.31,145.27,4.56,12.758621,0,2,947,0.625,0.268,0,0.0,2,2022,0
3,2,0,3,110.68,110.68,2.57,1.351351,0,0,367,0.939,0.176,0,0.0,2,2022,0
3,2,3,1,155.17,155.17,3.06,0.8,0,0,367,0.939,0.176,0,0.0,2,2022,0
3,2,8,0,107.4,107.4,1.97,1.0,0,2,34,0.427,0.068,1,0.0,2,2022,0
3,2,8,1,272.72,272.72,5.91,1.0,0,2,298,0.336,0.166,0,0.0,2,2022,0
3,2,5,3,89.6,89.6,2.12,17.241379,0,0,367,0.939,0.176,1,0.2,2,2022,0
3,2,3,1,186.87,186.87,3.48,0.8,0,2,298,0.336,0.166,4,0.0,2,2022,0
3,2,7,0,271.86,271.86,5.82,58.823529,0,2,263,0.522,0.223,0,0.1,2,2022,0
3,2,3,3,155.02,155.02,3.28,0.8,0,2,298,0.336,0.166,0,0.0,3,2022,0
3,2,4,1,110.85,110.85,2.57,83.333333,0,2,263,0.522,0.223,0,0.0,3,2022,0
3,2,7,1,106.16,106.16,2.8,58.823529,1,2,263,0.522,0.223,0,0.1,3,2022,0
3,2,1,1,289.09,289.09,5.79,7.142857,0,2,298,0.336,0.166,0,0.0,1,2023,0
1,1,2,1,160.85,201.07,3.55,1.157407,0,2,718,0.953,0.169,0,0.05,3,2022,0
3,2,8,1,86.21,86.21,2.47,1.0,0,2,1018,0.934,0.087,0,0.0,3,2022,0
1,1,2,3,165.39,206.73,4.07,1.157407,0,2,281,0.704,0.522,0,0.05,3,2022,0
1,1,8,3,221.21,276.52,3.89,1.25,0,2,718,0.953,0.169,0,0.0,3,2022,0
3,2,6,1,194.39,194.39,4.44,1111.111111,0,0,367,0.939,0.176,0,0.25,1,2022,0
3,2,8,1,81.55,81.55,1.99,1.0,0,2,1018,0.934,0.087,0,0.0,1,2022,0
3,2,8,3,111.09,111.09,2.16,1.0,0,1,954,0.576,0.332,0,0.0,1,2022,0
1,1,5,1,20.39,410.97,110.92,21.551724,0,3,4,0.68,0.407,1,0.0,1,2022,0
3,2,3,1,67.39,67.39,1.8,0.8,0,0,367,0.939,0.176,0,0.0,1,2022,0
1,1,0,1,313.53,391.92,5.53,1.689189,0,2,4,0.892,0.407,0,0.0,1,2022,0
3,2,0,0,34.08,34.08,2.03,1.351351,0,2,147,0.401,0.391,1,0.0,1,2022,0
3,2,4,1,130.95,130.95,3.53,83.333333,0,2,1016,0.944,0.247,0,0.0,5,2022,0
3,2,8,1,51.74,51.74,2.17,1.0,0,1,242,0.333,0.263,0,0.0,5,2022,0
3,2,3,1,229.39,229.39,4.45,0.8,1,2,263,0.522,0.223,0,0.0,5,2022,0
3,2,3,1,441.49,441.49,8.11,0.8,0,0,257,0.744,0.257,0,0.0,5,2022,0
3,2,0,3,76.99,76.99,2.36,1.351351,0,0,257,0.894,0.257,0,0.0,5,2022,0
3,2,5,1,299.69,299.69,6.22,17.241379,0,0,257,0.894,0.257,0,0.2,5,2022,0
3,2,1,1,164.0,164.0,4.02,7.142857,0,2,263,0.522,0.223,0,0.0,5,2022,0
3,2,2,3,172.15,172.15,3.26,0.925926,0,2,263,0.372,0.223,0,0.0,5,2022,0
0,0,0,1,277.4,205.28,5.51,1.0,0,1,824,0.607,0.282,0,0.0,6,2022,0
3,2,3,3,169.99,169.99,2.99,0.8,0,2,1018,0.934,0.087,0,0.0,6,2022,0
